City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
237,Silopi,TR,2022-03-22 02:51:05,37.2497,42.4694,42.57,70,100,1.05
238,Kandry,RU,2022-03-22 02:51:05,54.5667,54.1167,11.71,99,94,5.35
239,Saint-Philippe,RE,2022-03-22 02:51:05,-21.3585,55.7679,78.39,90,82,9.78
240,Bansgaon,IN,2022-03-22 02:51:06,26.5586,83.3481,86.56,15,0,5.32
241,Boma,GH,2022-03-22 02:51:06,7.0805,-2.1697,73.81,91,98,3.04
242,Azangaro,PE,2022-03-22 02:51:06,-14.9167,-70.2167,45.43,86,79,2.37
243,Faya,SA,2022-03-22 02:51:07,18.3851,42.4509,59.11,57,16,4.7
244,Iqaluit,CA,2022-03-22 02:51:07,63.7506,-68.5145,-9.31,69,75,19.57
245,Sulangan,PH,2022-03-22 02:51:08,11.1373,123.7228,82.4,75,100,7.27
246,Troy,US,2022-03-22 02:51:08,42.6056,-83.1499,44.24,81,0,11.5
247,Brae,GB,2022-03-22 02:51:08,60.3964,-1.353,40.98,87,6,9.51
248,Chokurdakh,RU,2022-03-22 02:51:09,70.6333,147.9167,6.17,93,100,15.5
249,Tazmalt,DZ,2022-03-22 02:51:09,36.3868,4.3989,53.08,89,100,5.32
250,Paita,PE,2022-03-22 02:51:09,-5.0892,-81.1144,74.44,72,94,16.37
251,Korla,CN,2022-03-22 02:51:10,41.7597,86.1469,42.98,73,86,8.12
252,Narsaq,GL,2022-03-22 02:51:10,60.9167,-46.05,4.98,65,11,8.34
253,Acajutla,SV,2022-03-22 02:51:10,13.5928,-89.8275,80.85,74,23,8.84
254,Riyadh,SA,2022-03-22 02:47:03,24.6877,46.7219,66.34,13,0,7.11
255,Kharp,RU,2022-03-22 02:51:11,66.8014,65.8081,8.33,92,100,3.38
256,Tall Kayf,TR,2022-03-22 02:51:11,37.0833,41.0667,41.34,58,87,4.65
257,College,US,2022-03-22 02:51:12,64.8569,-147.8028,15.75,43,0,11.5
258,Minuri,PH,2022-03-22 02:51:12,16.535,121.8574,88.12,57,58,3.15
259,Samarai,PG,2022-03-22 02:51:12,-10.6167,150.6667,86.97,65,33,6.49
260,Mahon,ES,2022-03-22 02:51:13,39.8885,4.2658,54.16,66,75,14.97
261,Adrar,MR,2022-03-22 02:51:13,20.5022,-10.0711,70.57,14,0,9.48
262,Opuwo,NA,2022-03-22 02:51:13,-18.0607,13.84,69.24,83,95,8.88
263,Shieli,KZ,2022-03-22 02:51:14,44.1667,66.75,36.27,53,43,2.44
264,Walvis Bay,NA,2022-03-22 02:51:14,-22.9575,14.5053,68.95,83,96,11.5
265,Barmer,IN,2022-03-22 02:51:14,25.75,71.3833,76.96,20,1,11.43
266,Alofi,NU,2022-03-22 02:50:32,-19.0595,-169.9187,85.89,74,75,9.22
267,Pereslavl-Zalesskiy,RU,2022-03-22 02:51:15,56.7393,38.8563,31.82,98,99,9.71
268,Lodwar,KE,2022-03-22 02:51:15,3.1191,35.5973,84.67,44,77,9.01
269,Sinnamary,GF,2022-03-22 02:51:16,5.3833,-52.95,76.48,88,100,9.73
270,Carutapera,BR,2022-03-22 02:51:16,-1.195,-46.02,75.47,93,97,1.43
271,Jibuti,DJ,2022-03-22 02:50:15,11.5,42.5,70.07,80,5,9.37
272,Mae Sai,TH,2022-03-22 02:51:17,20.4335,99.8762,79.09,74,88,2.1
273,Sao Felix Do Xingu,BR,2022-03-22 02:51:18,-6.6447,-51.995,71.29,97,88,0.56
274,Balkhash,KZ,2022-03-22 02:52:18,46.844,74.9804,18.21,93,40,4.47
275,Bowen,AU,2022-03-22 02:52:18,-20.0167,148.2333,82.83,59,4,15.95
276,Yeniseysk,RU,2022-03-22 02:52:19,58.4497,92.1703,22.15,86,100,8.81
277,Wagar,SD,2022-03-22 02:52:19,16.1525,36.2032,72.99,50,0,9.22
278,Luderitz,NA,2022-03-22 02:52:19,-26.6481,15.1594,69.24,72,23,16.02
279,Ciudad Bolivar,VE,2022-03-22 02:52:20,8.1222,-63.5497,78.84,61,85,14.23
280,Bo Rai,TH,2022-03-22 02:52:20,12.5728,102.5371,83.77,62,97,1.81
281,Hualmay,PE,2022-03-22 02:52:21,-11.0964,-77.6139,70.21,84,76,8.3
282,Kulachi,PK,2022-03-22 02:52:21,31.9286,70.4592,80.38,24,0,3.8
283,Zaysan,KZ,2022-03-22 02:52:21,47.4667,84.8667,27.0,95,100,3.87
284,Caravelas,BR,2022-03-22 02:52:22,-17.7125,-39.2481,74.88,90,14,8.79
285,Alindao,CF,2022-03-22 02:52:22,5.0267,21.2088,75.18,57,94,2.73
286,Akyab,MM,2022-03-22 02:52:22,20.15,92.9,79.21,70,88,3.85
287,Ust-Kuyga,RU,2022-03-22 02:52:23,70.0167,135.6,3.74,83,100,5.35
288,San Rafael,AR,2022-03-22 02:52:23,-34.6177,-68.3301,62.56,35,0,10.02
289,Guerande,FR,2022-03-22 02:52:24,47.3291,-2.4283,50.95,82,30,16.22
290,Port Macquarie,AU,2022-03-22 02:51:26,-31.4333,152.9167,81.9,53,2,7.0
291,Kodiak,US,2022-03-22 02:52:24,57.79,-152.4072,38.71,52,0,13.8
292,Port-Cartier,CA,2022-03-22 02:52:25,50.0334,-66.8654,30.42,76,45,15.46
293,Gladstone,AU,2022-03-22 02:52:25,-23.85,151.25,86.79,51,1,8.05
294,Puerto Madero,MX,2022-03-22 02:52:25,14.7208,-92.4215,80.85,72,11,6.17
